day,row,tree,inner_1_panonychus,inner_1_bryobia,inner_1_tetranychus,inner_1_predatory,inner_2_panonychus,inner_2_bryobia,inner_2_tetranychus,inner_2_predatory,inner_3_panonychus,inner_3_bryobia,inner_3_tetranychus,inner_3_predatory,inner_4_panonychus,inner_4_bryobia,inner_4_tetranychus,inner_4_predatory,inner_5_panonychus,inner_5_bryobia,inner_5_tetranychus,inner_5_predatory,outer_1_panonychus,outer_1_bryobia,outer_1_tetranychus,outer_1_predatory,outer_2_panonychus,outer_2_bryobia,outer_2_tetranychus,outer_2_predatory,outer_3_panonychus,outer_3_bryobia,outer_3_tetranychus,outer_3_predatory,outer_4_panonychus,outer_4_bryobia,outer_4_tetranychus,outer_4_predatory,outer_5_panonychus,outer_5_bryobia,outer_5_tetranychus,outer_5_predatory,inner_1_pest_mite_eggs,inner_1_predatory_eggs,inner_2_pest_mite_eggs,inner_2_predatory_eggs,inner_3_pest_mite_eggs,inner_3_predatory_eggs,inner_4_pest_mite_eggs,inner_4_predatory_eggs,inner_5_pest_mite_eggs,inner_5_predatory_eggs,outer_1_pest_mite_eggs,outer_1_predatory_eggs,outer_2_pest_mite_eggs,outer_2_predatory_eggs,outer_3_pest_mite_eggs,outer_3_predatory_eggs,outer_4_predatory_eggs,outer_4_pest_mite_eggs,outer_5_pest_mite_eggs,outer_5_predatory_eggs
26,5,5_5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
26,5,5_20,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0
26,5,5_35,0,0,10,,0,0,10,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,5_50,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,,0,0,0
26,5,5_65,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,10,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
26,7,7_check,3,0,0,0,7,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,7,0,0,0,3,3,3,0,7,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,7,0,0,0,10,0
26,7,7_30,0,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,7,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,7,0,7,0,0,7,0,0
26,7,7_10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
26,10,10_3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,10,10_15,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,10,10_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
26,10,10_45,0,0,3,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
26,10,10_60,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26,11,11_67,0,0,10,0,3,0,3,0,0,3,0,0,0,0,7,,7,0,7,0,10,3,3,0,3,0,7,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,3,0
26,11,11_45,0,0,3,3,0,3,3,0,0,0,10,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
26,11,11_35,0,3,3,3,0,0,10,0,0,,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,10,0,10,0,10,0,0,10,0,0
26,11,11_15,0,0,10,0,3,0,7,0,0,0,3,0,0,0,0,0,3,3,,0,3,3,0,0,3,3,0,0,0,0,7,0,0,0,3,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0
26,11,11_2,0,0,7,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,0,,0,0,0,0,0,0,3,0,0,0,0,0
26,13,13_2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,13_15,0,3,10,0,0,3,3,0,0,3,0,0,,3,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0
26,13,13_11,3,0,0,0,,,,,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0
26,13,13_50,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,13_65,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,0,7,0,,0,0,0,0,0,0,0,0,0
26,16,16_60,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,3,,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0
26,16,16_45,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,3,,0,3,0,0,0,0
26,16,16_31,3,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,7,0,0,0,7,0,0,0,3,0,0,0,7,3,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0
26,16,16_15,3,0,3,0,3,0,0,0,7,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,10,0,0,0,0,0,0,0
26,16,16_15,3,0,3,0,3,0,0,0,7,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,10,0,0,0,0,0,0,0
26,16,16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0
26,17,17_5,3,3,0,3,3,0,3,0,3,0,3,0,7,0,,0,10,0,0,0,7,3,0,0,7,0,3,0,10,0,0,0,7,3,0,0,3,0,3,0,0,0,3,0,7,0,0,0,7,0,0,0,10,0,10,0,0,7,3,0
26,17,17_20,3,0,0,3,3,0,0,3,0,0,3,3,0,0,0,3,7,0,0,3,7,3,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0
26,17,17_35,0,0,0,3,3,0,7,0,0,0,0,3,0,0,3,7,3,0,0,0,7,0,3,0,3,0,0,0,,,,,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,3,0
26,17,17_50,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
26,17,17_50,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
26,19,19_47,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,19,19_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
26,19,19_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0
26,19,19_4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
26,19,19_60,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20,20_68,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20,20_60,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20,20_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,0,0
26,20,20_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20,20_20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,2_2,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
26,2,2_15,0,0,3,0,0,3,0,0,3,3,3,,0,0,7,0,3,0,0,0,3,3,3,0,0,0,3,0,3,0,3,0,0,0,7,3,3,0,0,0,0,0,7,0,7,0,7,0,7,0,3,0,3,0,3,0,0,3,3,0
26,2,2_31,0,0,10,3,0,0,10,3,0,0,10,3,0,0,0,0,3,0,3,3,3,0,10,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,3,0,3,0,10,0,10,0,10,0,0,0,7,0,7,0,0,0,0,10,0,0
26,2,2_46,0,0,0,0,3,3,7,0,0,3,7,0,3,3,7,0,0,0,0,0,3,0,7,0,3,0,7,0,3,0,10,0,3,0,10,3,3,3,10,0,7,0,0,0,7,0,7,0,7,0,0,0,7,0,7,0,0,10,10,0
26,2,2_61,3,0,7,3,0,0,10,0,0,0,10,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,10,0,3,3,10,0,10,0,10,0,0,0,0,0,3,0,0,3,0,0
26,3,3_65,0,0,0,0,3,3,7,0,0,0,0,0,7,3,0,0,3,0,0,0,7,0,7,0,3,0,10,0,0,0,0,0,0,0,0,0,3,3,7,0,7,0,0,0,7,0,0,0,7,0,3,0,7,0,7,0,0,0,0,0
26,3,3_50,7,7,3,3,3,3,7,0,10,10,10,0,10,10,10,0,10,0,3,0,10,0,3,7,7,3,10,0,7,0,10,0,10,0,10,3,7,7,7,0,10,0,10,3,10,0,10,0,10,3,10,0,10,0,10,0,0,10,10,3
26,3,3_35,10,7,10,0,7,0,7,3,3,3,3,0,3,3,3,0,10,0,0,0,10,0,0,0,7,0,0,0,10,3,0,0,10,0,3,0,10,10,0,0,10,0,10,0,10,3,10,0,7,0,10,0,10,0,10,0,0,10,10,0
26,3,3_20,0,10,0,0,3,3,0,0,3,3,0,0,3,3,0,3,0,3,0,0,0,7,0,0,3,3,0,0,0,0,7,0,3,3,7,0,0,10,0,3,7,0,10,0,3,0,3,0,7,0,3,0,7,0,7,0,0,7,10,0
26,3,3_4,3,0,0,0,3,3,0,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,0,3,0,3,0,7,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0
26,6,6_2,0,10,0,0,0,7,0,0,0,7,0,3,0,3,10,3,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,7,10,0,0,10,0,3,0,7,0,7,0,10,0,3,0,7,0,7,0,0,0,0,0
26,6,6_15,7,0,3,0,3,3,3,3,3,3,0,3,0,3,0,3,7,0,7,0,10,0,0,0,10,0,3,0,10,0,0,0,10,0,0,0,3,0,0,3,10,0,10,0,10,0,7,0,7,0,10,0,10,0,10,0,0,10,10,0
26,6,6_30,0,0,7,3,0,0,3,0,3,0,10,3,0,0,10,0,10,0,0,0,10,0,0,0,3,0,0,0,10,0,0,0,3,0,0,3,3,0,0,0,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,10,10,0
26,6,6_45,3,0,3,3,0,0,7,0,3,0,3,3,3,0,7,3,10,0,3,0,10,0,3,0,10,0,10,0,7,0,10,0,7,0,10,0,7,0,7,3,10,0,10,0,10,0,10,0,10,3,10,0,10,0,10,0,0,10,10,0
26,6,6_52,10,0,3,3,7,0,7,3,10,0,3,3,7,0,0,3,10,0,0,3,10,0,0,0,10,0,10,0,10,0,10,0,10,3,10,0,10,0,0,0,10,0,10,0,10,0,10,0,7,0,10,0,10,0,10,0,0,10,10,0
26,8,8_49,10,0,0,3,0,0,10,3,7,0,7,3,10,0,7,3,10,0,10,3,10,0,7,0,10,0,0,0,10,3,0,0,10,0,0,3,3,0,0,0,7,0,7,0,10,0,10,0,10,0,10,3,10,0,10,0,0,10,10,3
26,8,8_42,10,0,3,3,3,0,3,0,10,0,3,0,7,0,3,0,10,3,0,0,10,0,0,0,10,0,10,0,10,0,10,0,7,0,0,0,3,0,3,0,3,0,7,0,7,0,7,0,7,0,10,0,10,0,10,0,0,10,10,0
26,8,8_36,7,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,10,0,0,0,10,0,0,0,7,0,0,0,10,3,0,0,7,0,0,0,7,0,3,0,10,0,10,0,0,0,0,0,3,0,10,0,10,0,10,0,0,10,7,0
26,8,8_20,3,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,3,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,3,3,10,0,3,0,3,3,7,0,10,0,3,0,0,0,0,0,0,10,0,0
26,8,8_5,0,0,0,0,0,0,10,0,0,3,10,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,10,0,10,0,0,,0,0,10,0,0,0,0,0
26,9,9_7,0,0,7,0,0,3,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,,10,0,3,0,0,3,0,0,7,0,0,0,3,0,0,3,0,0,0,0,10,0,3,0,0,0,3,0,0,0,10,0,7,0,0,7,0,7
26,9,9_21,0,3,0,0,3,0,0,3,0,3,0,0,0,0,7,0,3,0,0,0,0,0,10,3,3,0,7,0,3,0,0,0,3,0,3,0,3,3,3,0,7,0,3,0,3,0,0,0,7,0,0,0,10,0,10,0,0,7,10,0
26,9,9_35,0,0,10,0,0,0,10,0,0,0,10,0,0,0,7,0,7,0,0,0,3,0,10,0,3,0,7,0,3,0,7,0,3,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,7,0,0,0,10,0,7,0,0,10,7,0
26,9,9_50,0,0,10,0,0,0,10,0,0,0,7,0,0,0,7,3,3,3,0,0,7,0,0,0,3,0,0,0,7,0,7,0,7,0,7,0,0,0,10,0,10,0,10,0,7,0,10,0,10,0,7,0,7,0,7,0,0,7,7,0
26,9,9_64,0,0,7,0,0,0,3,3,7,3,0,3,7,0,3,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,7,0,7,0,3,0,10,0,3,0,0,3,0,0
26,12,12_65,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0
26,12,12_50,0,0,0,0,3,0,10,7,3,3,3,0,3,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,10,0,7,0,3,0,0,0,0,0,0,0,0,0
26,12,12_35,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
26,12,12_15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,10,3,10,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0
26,12,12_2,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,14,14_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0
26,14,14_20,0,0,10,0,0,3,,0,0,0,0,0,3,0,7,0,7,0,3,3,0,0,10,0,0,0,0,0,0,0,7,0,0,0,10,0,,0,10,3,10,0,10,0,7,0,0,0,7,0,7,0,7,0,0,0,0,7,3,0
26,14,14_36,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0
26,14,14_50,0,0,10,0,0,0,0,0,0,0,7,0,0,0,7,0,3,0,3,0,0,0,10,0,0,0,10,3,0,0,7,0,0,0,3,0,0,0,10,7,10,0,10,0,0,0,10,0,10,0,3,0,10,0,10,0,0,7,3,
26,14,14_66,0,0,0,0,,0,3,3,0,0,7,0,0,0,0,0,3,0,3,0,3,0,7,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,7,0,7,3,0,0,3,0,7,0,7,0,0,0,3,0
26,15,15_35,10,7,10,0,3,0,,0,0,0,0,0,0,0,7,0,3,3,3,0,7,0,3,0,10,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,7,0,10,3,7,0,0,0,7,0,7,0,7,0,7,0,0,3,3,0
26,14,14_50,7,7,7,3,3,0,0,0,3,3,0,3,0,7,3,3,3,3,0,0,7,3,0,0,7,0,0,0,0,0,0,0,7,3,0,0,3,3,3,0,7,0,7,0,3,0,3,0,7,0,3,0,0,0,0,0,0,0,0,0
26,14,14_20,10,0,10,0,10,0,10,0,10,0,0,0,0,0,10,0,10,3,7,0,3,3,3,0,3,3,3,0,3,0,3,0,3,0,3,3,3,0,0,0,3,0,10,0,10,0,3,0,10,0,7,0,3,0,3,0,0,3,3,0
26,14,14_5,3,3,0,0,0,0,0,7,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,0,0,0,3,3,0,0,3,0,3,0,10,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0
26,15,15_5,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,7,0,0,0,0,0,0,7,3,3,3,0,0,3,0,0,0,3,3,3,3,10,0,7,0,0,0,7,0,0,0,7,3,0,0,7,0,0,3,3,0
26,15,15_20,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,3,0,0,,3,0,7,0,7,0,7,0,0,0,7,0,3,0,3,0,0,3,0,0
26,15,15_35,0,0,7,0,0,0,3,0,0,0,7,3,0,0,10,0,3,3,0,0,10,3,0,0,10,3,10,0,3,3,0,0,3,0,0,0,3,0,7,3,7,0,7,0,7,0,3,0,7,0,3,0,3,0,10,7,0,3,7,0
26,15,15_50,7,7,0,0,7,7,0,0,0,7,0,0,0,3,0,0,10,0,10,0,7,0,7,0,0,0,0,0,0,3,0,0,7,0,7,0,3,3,0,0,3,0,7,0,7,0,7,0,3,0,7,0,7,0,0,0,0,3,3,0
26,18,18_5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,3,0,3,0,0,0,3,3,3,0,3,3,3,0,0,0,10,0,10,7,7,0,0,0,0,0,3,0,7,0,3,0,0,0,0,3,3,0
